source,headline,sentence
AJ_PAL,Iran’s missile attack against Israel: What we know and what comes next,"Iran has launched an unprecedented attack against Israel, firing a barrage of missiles at the country inthe latest escalationamid weeks of soaring violence and tensions in the region."
AJ_PAL,Child among at least 10 killed in Israeli attack on school shelter in Gaza,The civil defence also issued an urgent appeal for assistance from the International Committee of the Red Cross to help rescue people trapped under the rubble following Israel’s bombing of two homes in Gaza City’s Tuffah neighbourhood.
AJ_PAL,‘No more silence’: Israelis face Gaza war backlash on Sri Lanka’s beaches,"Since its formation last summer, HRF has pulled together lawyers and activists from around the world to prepare cases against Israeli soldiers based on social media posts by the soldiers themselves, boasting of what they did in the war."
AJ_PAL,"Flour massacre: How Gaza food killings unfolded, and Israel’s story changed","Since the war started, aid agencies claim that Israel has been delaying deliveries."
AJ_PAL,Israeli settlers commit arson and vandalism in spate of West Bank attacks,"On Friday, Israeli forces continued to carry out raids across the occupied West Bank, firing grenades and arresting several Palestinians."
AJ_PAL,"As Israel inflicts starvation, I am fighting to feed my baby in Gaza",Their home was close to al-Shifa Hospital and had been abandoned since an Israeli attack on the medical facility began in November.
AJ_PAL,Hamas studying Paris truce proposals as Israel continues Gaza campaign,"“The details of the deal,” Marx sums up, “are still quite nebulous.”



The need for a deal allowing accelerated humanitarian aid is becoming increasingly urgent as warnings of hunger rise."
AJ_PAL,What did Biden say about US arms transfers to Israel and what does it mean?,"“I’ve made it clear to ‘Bibi’ [Israeli Prime Minister Benjamin Netanyahu] and the war cabinet: They’re not going to get our support if in fact they go into these population centres.”
The Rafah border crossing is, however, contiguous with the town of Rafah, and Palestinians point out that even before Israel seized the area, it had been hitting Rafah with air attacks throughout the war, killing numerous civilians, including children."
AJ_PAL,Trump claims he visited Gaza — but there’s no evidence he did,"It’s a rough place, before the, you know, before all of the attacks and before the back and forth what’s happened over the last couple of years.”
Asked to clarify, a spokesperson for the Trump campaign told theNew York Timesthat “Gaza is in Israel."
AJ_PAL,‘Progress’ in Gaza truce talks but Israel still set on Rafah ground attack,United Nations agencies and aid groups have long warned that a ground operation would result in a catastrophe for the more than 1.5 million people sheltered there.
AJ_PAL,Trump taps Lebanon-born Massad Boulos as Arab and Middle East adviser,Trump had repeatedly promised to end the war in Gaza and prevent further escalation but had long been the preferred candidate of Israeli Prime Minister Benjamin Netanyahu’s right-wing government.
AJ_PAL,"Yemen’s al-Qaeda leader threatens Trump, Musk over Israel’s war on Gaza","AQAP grew and developed amid the chaos of Yemen’s war, which has pitted the Houthis against a Saudi-led coalition backing the government since 2015."
AJ_PAL,"Extermination, expulsion ‘identifiable strategies’ of Israel’s war in Gaza","“The attacks on hospitals were systematic, moving north to south to render all health facilities non-operational by the middle of February, 2024."
AJ_PAL,Is US preparing for Israel-Iran war by deploying more ships to Middle East?,"The deployment of the strike force comes at a time when critics of the US administration are calling upon it to use its influence to impose aceasefire, the US news channel CNBC reported."
AJ_PAL,"Turkey’s Erdogan meets Greek PM, sees ‘no unsolvable problems’ in ties","And Turkey has a standing threat of war against Greece, should attempt to extend its territorial waters in the Aegean to 12 nautical miles, which Greece says is consistent with international law."
AJ_PAL,Has Hezbollah re-established deterrence with Israel?,At least 15 Lebanese towns were hit in the widest Israeli attack on Hezbollah since October 8.
AJ_PAL,Army officer resigns due to US support for Israel’s war in Gaza,Several other US military personnel have quit since the war in Gaza was sparked by an attack on southern Israel by Hamas in October.
AJ_PAL,Israeli tank fired at Hind Rajab family car from metres away: Investigation,"The ambulance deployed to help Rajab was attacked after receiving approval from Israeli authorities, complete with a map and approved route."
AJ_PAL,Columbia president faces anti-Semitism Congress hearing: What’s at stake?,"The university is one of many elite schools across the United States that have emerged as battlegrounds for protests, counterprotests and explosive allegations linked to Israel’s war on Gaza, in which about 34,000 people have been killed, most of them women and children."
AJ_PAL,Are Palestinian groups in Lebanon about to give up their weapons?,"Instead, the Lebanese state is attempting to take advantage of a period of weakness for theIran-backed group Hezbollah, as it struggles to regroup from its war with Israel, to exercise its power over the country."
AJ_PAL,Hezbollah chief Nasrallah says Israel should be ‘scared’ of all-out war,"More than 37,000 people have been killed in the Israeli assault on Gaza since October, according to Palestinian health officials."
AJ_PAL,NSM-20: ‘Inconsistencies’ plague US assessment on Israel’s Gaza war conduct,Washington confirmed that it suspendedone shipmentof heavy bombs to Israel.
AJ_PAL,"France, India, Russia, UK issue travel warnings over Israel-Iran tensions",Israel has also stepped up strikes against Iranian personnel and allies in Syria and Lebanon and has traded near daily cross-border fire with the Lebanese group Hezbollah since the start of the war.
AJ_PAL,‘Historic’: NAACP urges Biden to end arms transfers to Israel amid Gaza war,"Biden has faced months of domestic pressure to condition US aid to Israel amid the Gaza war, which haskilled more than 36,600 Palestinianssince early October and decimated the coastal enclave."
AJ_PAL,National Press Club hands Al Jazeera’s Wael Dahdouh press freedom award,"Latest confirmed figures by the New York-based Committee to Protect Journalists show that at least 137 journalists and media workers have been killed since the start of the war on Gaza, with actual numbers believed to be much higher."
AJ_PAL,Trump hails ‘productive’ call with Turkiye’s Erdogan as visits planned,NATO member Turkiye has sought tomaintain good relationswith both of its Black Sea neighbours since the Russian invasion of Ukraine and has twice hosted talks aimed at ending the war.
AJ_PAL,US weapons parts used in Israeli attack on Gaza school: Al Jazeera analysis,"Israel’s Arabic language spokesperson Avichay Adraee, claimed the UN school was targeted because it housed a Hamas command post and fighters involved in the Palestinian group’s October 7 attack on Israel, which killed 1,139 people."
AJ_PAL,"In Gaza, Palestinians drown in desperate attempt to get aid dropped in sea","The people were driven to desperation by a severe famine in the north of the enclave as a result of Israel’s restrictions on aid access, a prospect that humanitarian groups and officials have warned of for weeks."
AJ_PAL,‘Bloody massacre’: Reactions to Israeli attack on Gaza school,"“May the Palestinians forgive us for our collective inability to protect them, honouring the most basic meaning of international law.”

Tamer Kirolos, a regional director for the United Kingdom-based charity, called it the “deadliest attack on a school since last October”."
